NUTS_ID,year,window,gdd,heat,frost,precip
DE25B,1984,Mar-Jul,859.179,17.827,38.733,318.829
DE25B,1985,Apr-Aug,1368.597,19.874,7.642,409.812
DE25B,1985,Mar-Jul,1022.206,8.608,28.839,374.582
DE25B,1986,Apr-Aug,1489.599,17.713,7.876,385.47
DE25B,1986,Mar-Jul,1123.356,10.179,21.275,354.007
DE25B,1987,Apr-Aug,1290.991,6.397,3.97,447.829
DE25B,1987,Mar-Jul,965.08,5.846,28.066,450.854
DE25B,1988,Apr-Aug,1499.933,16.795,8.124,290.925
DE25B,1988,Mar-Jul,1125.839,10.894,24.64,394.105
DE25B,1989,Apr-Aug,1444.807,15.793,1.166,323.537
DE25B,1989,Mar-Jul,1134.003,2.851,8.571,288.69
DE25B,1990,Apr-Aug,1470.981,28.524,3.006,291.161
DE25B,1990,Mar-Jul,1109.133,6.595,15.959,278.722
DE25B,1991,Apr-Aug,1391.954,25.953,12.772,323.059
DE25B,1991,Mar-Jul,1031.661,14.903,21.54,314.996
DE25B,1992,Apr-Aug,1655.534,56.35,8.972,321.537
DE25B,1992,Mar-Jul,1202.302,13.364,23.374,333.172
DE25B,1993,Apr-Aug,1558.439,17.187,1.327,366.853
DE25B,1993,Mar-Jul,1224.095,10.068,22.934,330.592
DE25B,1994,Apr-Aug,1655.664,97.954,8.855,377.559
DE25B,1994,Mar-Jul,1304.155,73.9,15.654,367.828
DE25B,1995,Apr-Aug,1528.869,47.071,2.791,376.584
DE25B,1995,Mar-Jul,1138.865,36.646,23.141,370.168
DE25B,1996,Apr-Aug,1404.368,15.728,11.873,360.409
DE25B,1996,Mar-Jul,1052.552,14.656,37.63,290.451
DE25B,1997,Apr-Aug,1456.808,15.011,16.534,293.661
DE25B,1997,Mar-Jul,1059.781,7.502,25.652,316.63
DE25B,1998,Apr-Aug,1553.321,70.307,2.488,263.174
DE25B,1998,Mar-Jul,1201.659,31,16.043,266.331
DE25B,1999,Apr-Aug,1553.887,21.503,2.035,377.135
DE25B,1999,Mar-Jul,1207.901,19.918,11.035,357.448
DE25B,2000,Apr-Aug,1612.786,41.529,5.845,282.5
DE25B,2000,Mar-Jul,1226.748,26.324,15.473,314.899
DE25B,2001,Apr-Aug,1549.309,44.696,6.358,286.463
DE25B,2001,Mar-Jul,1168.18,19.565,16.709,375.203
DE25B,2002,Apr-Aug,1603.299,36.281,7.734,380.427
DE25B,2002,Mar-Jul,1230.251,34.003,24.124,382.066
DE25B,2003,Apr-Aug,1908.61,153.484,9.798,228.883
DE25B,2003,Mar-Jul,1432.742,60.914,26.227,228.322
DE25B,2004,Apr-Aug,1475.831,31.28,4.232,339.473
DE25B,2004,Mar-Jul,1103.321,12.105,23.434,302.261
DE25B,2005,Apr-Aug,1492.944,49.322,12.001,414.365
DE25B,2005,Mar-Jul,1217.634,49.235,29.955,327.225
DE25B,2006,Apr-Aug,1554.616,71.591,4.72,393.117
DE25B,2006,Mar-Jul,1282.173,71.512,27.28,347.201
DE25B,2007,Apr-Aug,1645.036,32.448,5.871,450.821
DE25B,2007,Mar-Jul,1313.917,29.866,20.599,404.898
DE25B,2008,Apr-Aug,1581.913,41.579,4.775,288.841
DE25B,2008,Mar-Jul,1225.483,37.259,21.243,295.912
DE25B,2009,Apr-Aug,1626.048,16.582,1.798,355.715
DE25B,2009,Mar-Jul,1200.192,3.614,14.37,399.456
DE25B,2010,Apr-Aug,1479.402,60.242,8.748,429.303
DE25B,2010,Mar-Jul,1185.461,57.28,24.059,312.714
DE25B,2011,Apr-Aug,1576.301,29.272,6.425,364.116
DE25B,2011,Mar-Jul,1204.724,7.063,26.949,305.208
DE25B,2012,Apr-Aug,1625.499,61.09,10.464,250.965
DE25B,2012,Mar-Jul,1241.989,34.756,22.823,204.969
DE25B,2013,Apr-Aug,1529.549,80.954,6.202,394.032
DE25B,2013,Mar-Jul,1145.047,56.552,30.891,333.742
DE25B,2014,Apr-Aug,1533.439,34.744,2.845,368.272
DE25B,2014,Mar-Jul,1259.014,33.331,20.716,279.715
DE25B,2015,Apr-Aug,1700.409,151.917,11.246,218.36
DE25B,2015,Mar-Jul,1237.335,70.831,30.052,215.148
DE25B,2016,Apr-Aug,1543.913,33.511,7.289,329.943
DE25B,2016,Mar-Jul,1161.318,18.639,22.742,328.289
DE25B,2017,Apr-Aug,1618.239,50.977,7.883,364.394
DE25B,2017,Mar-Jul,1267.06,36.694,18.947,345.735
DE25B,2018,Apr-Aug,1918.142,92.878,1,237.857
DE25B,2018,Mar-Jul,1461.179,39.214,20.006,243.274
DE25B,2019,Apr-Aug,1661.131,88.869,7.199,295.51
DE25B,2019,Mar-Jul,1289.201,78.433,16.662,239.476
DE25B,2020,Apr-Aug,1596.345,54.425,10.866,311.957
DE25B,2020,Mar-Jul,1194.993,14.487,28.66,239.302
DE25B,2021,Apr-Aug,1392.661,19.003,16.764,473.415
DE25B,2021,Mar-Jul,1081.92,14.078,33.921,398.316
DE25B,2022,Apr-Aug,1764.248,102.002,11.228,254.626
DE25B,2022,Mar-Jul,1330.355,71.537,33.835,182.183
DE25B,2023,Apr-Aug,1630.847,74.318,9.11,365.385
DE25B,2023,Mar-Jul,1275.603,43.682,21.026,272.075
DE25B,2024,Apr-Aug,1761.312,71.016,4.007,350.408
DE25B,2024,Mar-Jul,1361.484,28.594,9.323,334.591
DE25C,1950,Apr-Aug,1512.963,32.651,7.922,371.885
DE25C,1950,Mar-Jul,1167.662,26.289,22.236,299.218
DE25C,1951,Apr-Aug,1325.728,13.486,12.007,356.289
DE25C,1951,Mar-Jul,975.855,6.186,31.259,350.002
DE25C,1952,Apr-Aug,1573.524,72.677,6.048,228.198
DE25C,1952,Mar-Jul,1177.011,43.056,23.814,285.46
DE25C,1953,Apr-Aug,1408.325,11.252,4.635,366.114
DE25C,1953,Mar-Jul,1105.152,8.5,30.523,338.526
DE25C,1954,Apr-Aug,1160.474,6.925,10.248,439.811
DE25C,1954,Mar-Jul,862.981,3.612,27.738,370.072
DE25C,1955,Apr-Aug,1221.266,2.379,13.267,368.975
DE25C,1955,Mar-Jul,923.279,2.379,36.786,318.794
DE25C,1956,Apr-Aug,1153.117,0.262,12.517,378.147
DE25C,1956,Mar-Jul,891.694,0.262,32.643,352.709
DE25C,1957,Apr-Aug,1260.678,38.933,14.538,342.925
DE25C,1957,Mar-Jul,1040.515,38.933,24.26,301.051
DE25C,1958,Apr-Aug,1341.91,10.471,13.582,363.058
DE25C,1958,Mar-Jul,986.443,6.007,40.378,316.827
DE25C,1959,Apr-Aug,1477.371,19.061,6.723,313.883
DE25C,1959,Mar-Jul,1176.018,18.477,21.276,271.393
DE25C,1960,Apr-Aug,1341.925,7.524,8.391,279.531
DE25C,1960,Mar-Jul,1036.867,2.738,21.042,208.871
DE25C,1961,Apr-Aug,1298.34,10.745,0,374.899
DE25C,1961,Mar-Jul,1002.743,8.274,14.252,335.076
DE25C,1962,Apr-Aug,1230.912,21.51,7.312,255.55
DE25C,1962,Mar-Jul,871.642,8.842,35.256,260.656
DE25C,1963,Apr-Aug,1359.557,17.032,4.223,359.303
DE25C,1963,Mar-Jul,1035.991,7.438,21.047,339.051
DE25C,1964,Apr-Aug,1501.837,54.76,1.814,199.653
DE25C,1964,Mar-Jul,1173.213,38.236,21.219,234.507
DE25C,1965,Apr-Aug,1165.702,8.739,7.152,458.851
DE25C,1965,Mar-Jul,882.29,5.877,22.429,505.348
DE25C,1966,Apr-Aug,1314.984,8.435,3.979,490.578
DE25C,1966,Mar-Jul,1010.109,1.246,23.628,422.945
DE25C,1967,Apr-Aug,1332.011,23.306,11.435,298.998
DE25C,1967,Mar-Jul,1009.967,18,19.692,274.438
DE25C,1968,Apr-Aug,1291.395,2.126,10.979,415.341
DE25C,1968,Mar-Jul,1016.569,2.126,25.959,320.684
DE25C,1969,Apr-Aug,1373.326,26.765,9.74,345.454
DE25C,1969,Mar-Jul,1044.261,24.42,27.811,291.549
DE25C,1970,Apr-Aug,1313.118,6.906,10.6,382.222
DE25C,1970,Mar-Jul,965.516,3.849,30.74,326.229
DE25C,1971,Apr-Aug,1477.247,41.442,7.407,313.369
DE25C,1971,Mar-Jul,1079.425,20.513,28.729,274.482
DE25C,1972,Apr-Aug,1256.763,20.805,3.414,315.92
DE25C,1972,Mar-Jul,959.862,14.189,19.902,291.947
DE25C,1973,Apr-Aug,1379.765,10.408,15.257,339.677
DE25C,1973,Mar-Jul,998.315,3.503,37.998,331.24
DE25C,1974,Apr-Aug,1257.192,13.994,9.122,359.433
DE25C,1974,Mar-Jul,956.505,0,21.596,320.857
DE25C,1975,Apr-Aug,1381.064,4.931,6.201,362.935
DE25C,1975,Mar-Jul,998.695,2.052,23.221,308.136
DE25C,1976,Apr-Aug,1453.792,44.286,11.806,274.42
DE25C,1976,Mar-Jul,1146.644,44.286,34.512,234.937
DE25C,1977,Apr-Aug,1291.781,4.99,11.683,307.924
DE25C,1977,Mar-Jul,1022.288,4.99,19.405,262.174
DE25C,1978,Apr-Aug,1172.338,0.898,12.365,468.878
DE25C,1978,Mar-Jul,902.406,0.847,25.097,416.118
DE25C,1979,Apr-Aug,1302.886,9.362,10.562,286.407
DE25C,1979,Mar-Jul,1006.316,7.395,21.109,319.407
DE25C,1980,Apr-Aug,1183.821,10.74,7.951,382.598
DE25C,1980,Mar-Jul,825.976,4.83,21.368,395.3
DE25C,1981,Apr-Aug,1373.121,2.991,10.007,380.47
DE25C,1981,Mar-Jul,1106.855,2.547,20.727,344.296
DE25C,1982,Apr-Aug,1438.514,24.153,16.637,320.392
DE25C,1982,Mar-Jul,1085.438,22.177,34.689,276.245
DE25C,1983,Apr-Aug,1575.76,58.123,0.722,370.907
DE25C,1983,Mar-Jul,1203.281,53.693,13.406,327.554
DE25C,1984,Apr-Aug,1200.168,16.826,12.934,351.588
DE25C,1984,Mar-Jul,846.066,15.946,38.934,298.638
DE25C,1985,Apr-Aug,1350.379,17.293,7.072,410.076
DE25C,1985,Mar-Jul,1006.875,7.514,28.296,377.377
DE25C,1986,Apr-Aug,1450.399,11.032,7.73,412.629
DE25C,1986,Mar-Jul,1091.052,5.69,20.75,365.783
DE25C,1987,Apr-Aug,1266.527,5.086,3.249,452.024
DE25C,1987,Mar-Jul,940.944,4.47,26.971,436.755
DE25C,1988,Apr-Aug,1464.306,13.423,8.259,318.093
DE25C,1988,Mar-Jul,1096.252,9.079,23.704,399.105
DE25C,1989,Apr-Aug,1417.934,12.91,1.221,338.639
DE25C,1989,Mar-Jul,1114.284,1.329,6.999,294.457
DE25C,1990,Apr-Aug,1441.253,23.318,3.12,287.176
DE25C,1990,Mar-Jul,1086.174,4.321,14.955,282.676
DE25C,1991,Apr-Aug,1363.625,19.301,12.322,333.86
DE25C,1991,Mar-Jul,1002.383,10.459,20.691,334.162
DE25C,1992,Apr-Aug,1644.511,56.727,6.739,313.17
DE25C,1992,Mar-Jul,1189.579,12.464,20.57,330.498
DE25C,1993,Apr-Aug,1542.586,13.873,1.204,377.849
DE25C,1993,Mar-Jul,1212.101,7.677,22.38,336.601
DE25C,1994,Apr-Aug,1634.921,80.013,8.252,404.841
DE25C,1994,Mar-Jul,1287.892,59.536,14.592,407.671
DE25C,1995,Apr-Aug,1498.814,38.353,3,356.29
DE25C,1995,Mar-Jul,1115.291,30.279,24.942,365.336
DE25C,1996,Apr-Aug,1399.751,13.869,11.308,364.294
DE25C,1996,Mar-Jul,1047.418,13.039,36.603,288.527
DE25C,1997,Apr-Aug,1441.759,8.426,16.661,296.631
DE25C,1997,Mar-Jul,1045.451,4.034,25.368,316.43
DE25C,1998,Apr-Aug,1539.761,62.457,3.176,274.464
DE25C,1998,Mar-Jul,1187.283,25.827,16.195,279.061
DE25C,1999,Apr-Aug,1536.162,18.467,2.234,389.871
DE25C,1999,Mar-Jul,1191.654,17.419,10.939,370.252
DE25C,2000,Apr-Aug,1591.808,35.567,5.354,292.568
DE25C,2000,Mar-Jul,1200.942,21.211,14.266,321.063
DE25C,2001,Apr-Aug,1527.536,40.287,6.035,289.998
DE25C,2001,Mar-Jul,1151.188,17.324,15.923,375.068
DE25C,2002,Apr-Aug,1562.125,29.902,6.519,399.005
DE25C,2002,Mar-Jul,1197.89,28.389,21.839,386.444
DE25C,2003,Apr-Aug,1894.068,138.773,9.759,235.233
DE25C,2003,Mar-Jul,1419.658,51.609,26.288,225.502
DE25C,2004,Apr-Aug,1448.691,22.987,3.463,344.845
DE25C,2004,Mar-Jul,1079.304,8.4,22.435,310.989
DE25C,2005,Apr-Aug,1488.734,40.472,10.15,428.726
DE25C,2005,Mar-Jul,1213.877,40.472,26.37,346.464
DE25C,2006,Apr-Aug,1544.749,62.129,4.168,401.486
DE25C,2006,Mar-Jul,1274.278,62.129,26.417,344.476
DE25C,2007,Apr-Aug,1634.355,27.945,3.775,444.313
DE25C,2007,Mar-Jul,1304.732,25.465,17.911,397.441
DE25C,2008,Apr-Aug,1563.658,29.226,3.323,318.686
DE25C,2008,Mar-Jul,1211.214,25.591,18.68,320.541
DE25C,2009,Apr-Aug,1624.21,14.909,1.639,346.857
DE25C,2009,Mar-Jul,1197.405,3.372,13.695,396.129
DE25C,2010,Apr-Aug,1475.864,52.582,7.284,403.541
DE25C,2010,Mar-Jul,1183.153,49.728,21.93,303.658
DE25C,2011,Apr-Aug,1574.572,27.644,5.582,337.482
DE25C,2011,Mar-Jul,1203.743,5.535,25.25,276.85
DE25C,2012,Apr-Aug,1609.909,50.468,8.77,263.6
DE25C,2012,Mar-Jul,1232.249,28.779,20.151,210.762
DE25C,2013,Apr-Aug,1518.543,70.776,6.637,385.371
DE25C,2013,Mar-Jul,1135.936,49.218,31.553,330.773
DE25C,2014,Apr-Aug,1533.767,30.315,2.084,369.761
DE25C,2014,Mar-Jul,1263.449,29.565,16.827,279.957
DE25C,2015,Apr-Aug,1684.226,133.318,9.498,222.653
DE25C,2015,Mar-Jul,1229.478,61.109,26.596,221.631
DE25C,2016,Apr-Aug,1524.578,27.492,5.768,350.248
DE25C,2016,Mar-Jul,1140.522,15.049,20.675,349.054
DE25C,2017,Apr-Aug,1604.583,40.145,6.73,399.345
DE25C,2017,Mar-Jul,1258.255,29.106,16.507,366.119
DE25C,2018,Apr-Aug,1887.354,70.458,1,271.047
DE25C,2018,Mar-Jul,1435.765,25.79,19.75,270.248
DE25C,2019,Apr-Aug,1630.553,72.382,5.526,322.742
DE25C,2019,Mar-Jul,1263.322,64.659,14.227,262.706
DE25C,2020,Apr-Aug,1588.053,44.727,8.907,324.867
DE25C,2020,Mar-Jul,1192.421,12.881,26.137,243.948
DE25C,2021,Apr-Aug,1381.07,16.653,15.045,444.043
DE25C,2021,Mar-Jul,1070.882,12.497,31.136,381.702
DE25C,2022,Apr-Aug,1758.62,87.491,9.867,268.552
DE25C,2022,Mar-Jul,1327.903,62.369,31.156,191.077
DE25C,2023,Apr-Aug,1622.498,64.257,7.266,373.693
DE25C,2023,Mar-Jul,1268.18,37.048,19.574,277.75
DE25C,2024,Apr-Aug,1741.552,59.327,4.084,375.331
DE25C,2024,Mar-Jul,1344.647,23.416,8.946,350.855
DE261,1950,Apr-Aug,1603.005,30.911,1.071,433.471
DE261,1950,Mar-Jul,1267.576,24.945,11.214,345.714
DE261,1951,Apr-Aug,1441.838,15.681,2.286,301.236
DE261,1951,Mar-Jul,1088.848,6.617,21.215,293.136
DE261,1952,Apr-Aug,1719.119,83.63,4,183.094
DE261,1952,Mar-Jul,1330.514,60.718,14.929,211.486
DE261,1953,Apr-Aug,1506.962,26.53,2,359.627
DE261,1953,Mar-Jul,1199.249,12.529,20.214,332.563
DE261,1954,Apr-Aug,1292.624,15.733,7.857,335.906
DE261,1954,Mar-Jul,990.033,8.436,22.643,268.886
DE261,1955,Apr-Aug,1351.323,8.344,12.714,365.993
DE261,1955,Mar-Jul,1022.828,8.334,36.714,343.628
DE261,1956,Apr-Aug,1269.874,0.758,10.857,450.45
DE261,1956,Mar-Jul,1018.099,0.758,23.928,368.827
DE261,1957,Apr-Aug,1381.615,51.556,9.929,310.214
DE261,1957,Mar-Jul,1157.349,51.556,16.858,292.136
DE261,1958,Apr-Aug,1422.303,7.57,11.071,406.7
DE261,1958,Mar-Jul,1047.327,1.495,35.071,312.092
DE261,1959,Apr-Aug,1619.195,38.924,3,220.764
DE261,1959,Mar-Jul,1308.993,33.326,12.571,215.601
DE261,1960,Apr-Aug,1421.1,5.413,3,344.585
DE261,1960,Mar-Jul,1134.568,3.449,10.786,274.035
DE261,1961,Apr-Aug,1366.865,14.332,0,518.943
DE261,1961,Mar-Jul,1073.787,12.026,11.929,474.921
DE261,1962,Apr-Aug,1294.195,17.91,3.786,260.013
DE261,1962,Mar-Jul,935.82,6.945,28.786,277.02
DE261,1963,Apr-Aug,1501.949,25.424,3.929,276.351
DE261,1963,Mar-Jul,1163.327,10.075,17.929,268.1
DE261,1964,Apr-Aug,1624.381,82.662,1,215.107
DE261,1964,Mar-Jul,1279.435,55.951,17,218.364
DE261,1965,Apr-Aug,1282.094,5.622,4.858,592.986
DE261,1965,Mar-Jul,1002.637,5.277,17.858,639.249
DE261,1966,Apr-Aug,1459.335,14.665,0.929,452.885
DE261,1966,Mar-Jul,1120.244,5.519,16.858,430.293
DE261,1967,Apr-Aug,1488.015,34.292,6.929,308.729
DE261,1967,Mar-Jul,1157.497,29.829,11.929,291.093
DE261,1968,Apr-Aug,1397.236,6.064,7.929,492.334
DE261,1968,Mar-Jul,1104.351,6.064,19,371.877
DE261,1969,Apr-Aug,1481.598,31.106,5,437.549
DE261,1969,Mar-Jul,1131.73,24.094,21.786,361.828
DE261,1970,Apr-Aug,1419.233,12.49,9,332.095
DE261,1970,Mar-Jul,1045.782,7.574,28.857,345.323
DE261,1971,Apr-Aug,1553.911,43.056,5.929,331.479
DE261,1971,Mar-Jul,1159.974,22.283,24.858,285.351
DE261,1972,Apr-Aug,1352.03,25.711,2,453.878
DE261,1972,Mar-Jul,1056.427,21.122,11.786,354.242
DE261,1973,Apr-Aug,1503.286,24.773,9,295.698
DE261,1973,Mar-Jul,1108.296,12.386,27.786,283.026
DE261,1974,Apr-Aug,1357.137,14.556,4.929,370.735
DE261,1974,Mar-Jul,1057.195,0.037,12.786,345.221
DE261,1975,Apr-Aug,1534.474,33.492,5.071,351.128
DE261,1975,Mar-Jul,1112.008,8.496,17.071,323.9
DE261,1976,Apr-Aug,1678.899,104.336,9.142,139.593
DE261,1976,Mar-Jul,1318.1,102.669,29.142,142.5
DE261,1977,Apr-Aug,1357.284,6.552,9.071,331.894
DE261,1977,Mar-Jul,1088.876,6.55,17,245.409
DE261,1978,Apr-Aug,1281.958,8.862,8.929,374.462
DE261,1978,Mar-Jul,1010.727,7.998,16.858,426.912
DE261,1979,Apr-Aug,1358.536,9.683,4.929,297.287
DE261,1979,Mar-Jul,1064.419,9.683,13,350.694
DE261,1980,Apr-Aug,1282.693,5.982,4,443.535
DE261,1980,Mar-Jul,931.804,1.448,12,443.927
DE261,1981,Apr-Aug,1428.369,9.666,7,464.767
DE261,1981,Mar-Jul,1171.524,4.559,11.929,412.881
DE261,1982,Apr-Aug,1514.007,29.394,8.928,303.999
DE261,1982,Mar-Jul,1143.68,27.638,20.928,312.064
DE261,1983,Apr-Aug,1612.734,66.94,1,373.727
DE261,1983,Mar-Jul,1222.98,52.846,11.143,415.934
DE261,1984,Apr-Aug,1260.722,22.671,10.929,406.757
DE261,1984,Mar-Jul,899.15,20.527,34.715,385.922
DE261,1985,Apr-Aug,1379.024,10.275,5.857,356.587
DE261,1985,Mar-Jul,1048.292,5.841,20.857,361.022
DE261,1986,Apr-Aug,1474.995,20.107,7.929,370.971
DE261,1986,Mar-Jul,1126.393,10.048,18,403.585
DE261,1987,Apr-Aug,1317.181,6.808,3,437.55
DE261,1987,Mar-Jul,994.789,4.76,24,459.979
DE261,1988,Apr-Aug,1500.948,16.073,7.929,243.842
DE261,1988,Mar-Jul,1125.129,5.314,21.858,378.285
DE261,1989,Apr-Aug,1484.471,22.784,1,357.877
DE261,1989,Mar-Jul,1184.843,9.333,5,361.691
DE261,1990,Apr-Aug,1513.566,39.435,3.071,253.115
DE261,1990,Mar-Jul,1160.958,7.599,6.071,237.707
DE261,1991,Apr-Aug,1456.635,41.911,7.929,169.759
DE261,1991,Mar-Jul,1083.005,21.575,13.929,190.251
DE261,1992,Apr-Aug,1666.789,39.481,4.786,357.008
DE261,1992,Mar-Jul,1251.694,9.725,10.786,351.15
DE261,1993,Apr-Aug,1618.749,18.52,0.929,226.057
DE261,1993,Mar-Jul,1290.946,14.028,17.858,219.55
DE261,1994,Apr-Aug,1645.467,78.024,3.929,365.649
DE261,1994,Mar-Jul,1311.592,58.331,9.929,362.328
DE261,1995,Apr-Aug,1585.104,51.128,1,387.62
DE261,1995,Mar-Jul,1196.875,39.156,18,389.128
DE261,1996,Apr-Aug,1408.996,10.309,7,368.33
DE261,1996,Mar-Jul,1057.125,10.26,26.929,335.108
DE261,1997,Apr-Aug,1508.552,15.783,14,244.236
DE261,1997,Mar-Jul,1132.527,0.497,16.929,263.236
DE261,1998,Apr-Aug,1547.903,54.892,3,310.515
DE261,1998,Mar-Jul,1230.76,20.657,13,321.457
DE261,1999,Apr-Aug,1594.023,19.01,1,278.951
DE261,1999,Mar-Jul,1253.925,13.768,6.071,303.514
DE261,2000,Apr-Aug,1593.246,25.483,3.071,359.265
DE261,2000,Mar-Jul,1241.439,21.656,7,380.286
DE261,2001,Apr-Aug,1600.843,55.547,5,256.986
DE261,2001,Mar-Jul,1224.261,26.958,12.929,339.949
DE261,2002,Apr-Aug,1608.165,29.855,4.929,372.655
DE261,2002,Mar-Jul,1250.287,25.903,13.929,352.984
DE261,2003,Apr-Aug,1892.028,147.216,9.786,225.742
DE261,2003,Mar-Jul,1446.957,51.995,20.786,220.742
DE261,2004,Apr-Aug,1521.716,40.268,1.929,396.878
DE261,2004,Mar-Jul,1157.691,15.834,18.929,294.135
DE261,2005,Apr-Aug,1545.331,53.834,4,327.251
DE261,2005,Mar-Jul,1281.048,51.649,18.857,292.673
DE261,2006,Apr-Aug,1608.736,83.71,4.071,379.194
DE261,2006,Mar-Jul,1320.167,83.71,26,352.365
DE261,2007,Apr-Aug,1691.724,23.876,3.071,448.472
DE261,2007,Mar-Jul,1378.187,22.472,10.285,437.407
DE261,2008,Apr-Aug,1639.398,33.89,3,331.099
DE261,2008,Mar-Jul,1286.992,29.554,14.143,376.519
DE261,2009,Apr-Aug,1718.316,27.84,0,280.365
DE261,2009,Mar-Jul,1294.644,9.011,10.929,344.45
DE261,2010,Apr-Aug,1563.051,64.107,6,452.493
DE261,2010,Mar-Jul,1262.179,61.295,17.071,317.422
DE261,2011,Apr-Aug,1673.466,24.017,1.929,301.838
DE261,2011,Mar-Jul,1324.478,8.723,15.929,232.416
DE261,2012,Apr-Aug,1661.807,53.905,6,326.045
DE261,2012,Mar-Jul,1296.536,26.891,14.071,292.345
DE261,2013,Apr-Aug,1608.658,65.67,6.786,371.679
DE261,2013,Mar-Jul,1207.995,42.08,29.786,337.044
DE261,2014,Apr-Aug,1636.506,35.763,2,397.829
DE261,2014,Mar-Jul,1374.935,35.763,12.857,272.936
DE261,2015,Apr-Aug,1769.073,149.677,5.929,173.999
DE261,2015,Mar-Jul,1318.058,80.76,18.858,169.206
DE261,2016,Apr-Aug,1624.038,44.411,3.071,333.516
DE261,2016,Mar-Jul,1229.272,22.231,15.071,340.731
DE261,2017,Apr-Aug,1691.047,47.924,4,386.243
DE261,2017,Mar-Jul,1370.752,43.678,8,383.007
DE261,2018,Apr-Aug,2028.91,146.178,1,204.273
DE261,2018,Mar-Jul,1564.744,72.089,15,240.601
DE261,2019,Apr-Aug,1738.989,111.479,2,296.148
DE261,2019,Mar-Jul,1360.208,82.023,6.071,334.062
DE261,2020,Apr-Aug,1745.656,65.801,5.929,256.523
DE261,2020,Mar-Jul,1319.862,10.902,13.786,245.387
DE261,2021,Apr-Aug,1495.021,24.61,12.929,357.251
DE261,2021,Mar-Jul,1174.056,19.95,25.858,315.472
DE261,2022,Apr-Aug,1891.594,124.381,6,179.785
DE261,2022,Mar-Jul,1433.843,75.703,19.857,187.378
DE261,2023,Apr-Aug,1736.986,67.199,5,354.996
DE261,2023,Mar-Jul,1392.989,45.023,15,314.688
DE261,2024,Apr-Aug,1792.675,56.986,3.857,386.97
DE261,2024,Mar-Jul,1405.567,27.395,5.857,378.928
DE262,1950,Apr-Aug,1571.174,38.949,5,377.701
DE262,1950,Mar-Jul,1230.333,31.653,20.115,298.603
DE262,1951,Apr-Aug,1401.879,23.072,12.771,278.779
DE262,1951,Mar-Jul,1043.62,9.992,33.771,258.927
DE262,1952,Apr-Aug,1616.305,85.914,4.115,142.35
DE262,1952,Mar-Jul,1224.694,57.781,18.344,204.012
DE262,1953,Apr-Aug,1500.427,34.597,4.23,263.869
DE262,1953,Mar-Jul,1191.531,17.936,30.23,252.45
DE262,1954,Apr-Aug,1281.396,18.963,10,313.755
DE262,1954,Mar-Jul,968.216,11.752,27.885,226.151
DE262,1955,Apr-Aug,1312.339,7.101,13,318.653
DE262,1955,Mar-Jul,982.503,7.101,37,291.823
DE262,1956,Apr-Aug,1236.899,1.073,11.229,388.748
DE262,1956,Mar-Jul,975.272,1.073,32.229,325.21
DE262,1957,Apr-Aug,1379.379,53.354,10.115,220.587
DE262,1957,Mar-Jul,1138.014,53.354,20.115,193.186
DE262,1958,Apr-Aug,1402.867,6.017,12.885,361.087
DE262,1958,Mar-Jul,1034.83,1.983,37.885,302.779
DE262,1959,Apr-Aug,1643.649,42.727,4.115,228.5
DE262,1959,Mar-Jul,1314.428,36.652,15.115,195.554
DE262,1960,Apr-Aug,1428.64,8.083,3.344,248.388
DE262,1960,Mar-Jul,1130.347,4.604,14.229,208.924
DE262,1961,Apr-Aug,1350.41,11.124,0,401.163
DE262,1961,Mar-Jul,1059.03,9.639,12.229,359.353
DE262,1962,Apr-Aug,1268.362,14.584,5.23,233.135
DE262,1962,Mar-Jul,910.388,4.926,31.23,238.933
DE262,1963,Apr-Aug,1458.227,25.169,3.115,243.647
DE262,1963,Mar-Jul,1114.35,10.58,21,217.529
DE262,1964,Apr-Aug,1579.843,72.282,1,152.94
DE262,1964,Mar-Jul,1235.321,51.197,18.115,149.546
DE262,1965,Apr-Aug,1259.503,3.638,5.115,418.399
DE262,1965,Mar-Jul,971.243,3.638,19.115,435.482
DE262,1966,Apr-Aug,1433.158,13.154,1,423.87
DE262,1966,Mar-Jul,1104.78,4.205,18.115,408.987
DE262,1967,Apr-Aug,1437.522,27.317,7,243.315
DE262,1967,Mar-Jul,1101.273,23.47,13,237.032
DE262,1968,Apr-Aug,1412.952,7.656,9,304.243
DE262,1968,Mar-Jul,1100.633,7.656,21.885,241.852
DE262,1969,Apr-Aug,1475.196,37.685,7,385.711
DE262,1969,Mar-Jul,1119.143,31.869,26,373.902
DE262,1970,Apr-Aug,1390.668,11.932,11.229,307.715
DE262,1970,Mar-Jul,1029.787,8.096,31.229,297.003
DE262,1971,Apr-Aug,1526.962,44.529,8,320.996
DE262,1971,Mar-Jul,1137.68,23.295,29.229,249.189
DE262,1972,Apr-Aug,1323.468,25.952,3,400.099
DE262,1972,Mar-Jul,1035.323,21.775,15.115,330.805
DE262,1973,Apr-Aug,1455.535,21.773,15,286.406
DE262,1973,Mar-Jul,1066.783,11.878,34.115,267.905
DE262,1974,Apr-Aug,1303.727,14.174,6.229,298.72
DE262,1974,Mar-Jul,1007.177,0,12.573,255.42
DE262,1975,Apr-Aug,1530.234,31.695,3,268.99
DE262,1975,Mar-Jul,1104.567,8.199,18.115,229.806
DE262,1976,Apr-Aug,1650.25,80.781,11,98.606
DE262,1976,Mar-Jul,1285.865,79.358,34,104.303
