Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Denmark","Production","Wheat","1988","t","2080441"
"Crops and livestock products","Denmark","Area harvested","Wheat","1989","ha","444503"
"Crops and livestock products","Denmark","Yield","Wheat","1989","kg/ha","7253.4"
"Crops and livestock products","Denmark","Production","Wheat","1989","t","3224153"
"Crops and livestock products","Denmark","Area harvested","Wheat","1990","ha","532949"
"Crops and livestock products","Denmark","Yield","Wheat","1990","kg/ha","7418"
"Crops and livestock products","Denmark","Production","Wheat","1990","t","3953412"
"Crops and livestock products","Denmark","Area harvested","Wheat","1991","ha","518715"
"Crops and livestock products","Denmark","Yield","Wheat","1991","kg/ha","7074.9"
"Crops and livestock products","Denmark","Production","Wheat","1991","t","3669852"
"Crops and livestock products","Denmark","Area harvested","Wheat","1992","ha","582504"
"Crops and livestock products","Denmark","Yield","Wheat","1992","kg/ha","6151"
"Crops and livestock products","Denmark","Production","Wheat","1992","t","3583011"
"Crops and livestock products","Denmark","Area harvested","Wheat","1993","ha","621000"
"Crops and livestock products","Denmark","Yield","Wheat","1993","kg/ha","6979.1"
"Crops and livestock products","Denmark","Production","Wheat","1993","t","4334000"
"Crops and livestock products","Denmark","Area harvested","Wheat","1994","ha","573568"
"Crops and livestock products","Denmark","Yield","Wheat","1994","kg/ha","6494.8"
"Crops and livestock products","Denmark","Production","Wheat","1994","t","3725194"
"Crops and livestock products","Denmark","Area harvested","Wheat","1995","ha","608000"
"Crops and livestock products","Denmark","Yield","Wheat","1995","kg/ha","7563.3"
"Crops and livestock products","Denmark","Production","Wheat","1995","t","4598500"
"Crops and livestock products","Denmark","Area harvested","Wheat","1996","ha","681000"
"Crops and livestock products","Denmark","Yield","Wheat","1996","kg/ha","6986.4"
"Crops and livestock products","Denmark","Production","Wheat","1996","t","4757742"
"Crops and livestock products","Denmark","Area harvested","Wheat","1997","ha","689000"
"Crops and livestock products","Denmark","Yield","Wheat","1997","kg/ha","7205.7"
"Crops and livestock products","Denmark","Production","Wheat","1997","t","4964703"
"Crops and livestock products","Denmark","Area harvested","Wheat","1998","ha","680000"
"Crops and livestock products","Denmark","Yield","Wheat","1998","kg/ha","7247.6"
"Crops and livestock products","Denmark","Production","Wheat","1998","t","4928375"
"Crops and livestock products","Denmark","Area harvested","Wheat","1999","ha","638000"
"Crops and livestock products","Denmark","Yield","Wheat","1999","kg/ha","7007.4"
"Crops and livestock products","Denmark","Production","Wheat","1999","t","4470745"
"Crops and livestock products","Denmark","Area harvested","Wheat","2000","ha","627486"
"Crops and livestock products","Denmark","Yield","Wheat","2000","kg/ha","7479.7"
"Crops and livestock products","Denmark","Production","Wheat","2000","t","4693422"
"Crops and livestock products","Denmark","Area harvested","Wheat","2001","ha","634040"
"Crops and livestock products","Denmark","Yield","Wheat","2001","kg/ha","7355.9"
"Crops and livestock products","Denmark","Production","Wheat","2001","t","4663938"
"Crops and livestock products","Denmark","Area harvested","Wheat","2002","ha","576625"
"Crops and livestock products","Denmark","Yield","Wheat","2002","kg/ha","7034.5"
"Crops and livestock products","Denmark","Production","Wheat","2002","t","4056240"
"Crops and livestock products","Denmark","Area harvested","Wheat","2003","ha","664341"
"Crops and livestock products","Denmark","Yield","Wheat","2003","kg/ha","7076.8"
"Crops and livestock products","Denmark","Production","Wheat","2003","t","4701382"
"Crops and livestock products","Denmark","Area harvested","Wheat","2004","ha","666400"
"Crops and livestock products","Denmark","Yield","Wheat","2004","kg/ha","7140.6"
"Crops and livestock products","Denmark","Production","Wheat","2004","t","4758500"
"Crops and livestock products","Denmark","Area harvested","Wheat","2005","ha","675700"
"Crops and livestock products","Denmark","Yield","Wheat","2005","kg/ha","7232.8"
"Crops and livestock products","Denmark","Production","Wheat","2005","t","4887200"
"Crops and livestock products","Denmark","Area harvested","Wheat","2006","ha","686300"
"Crops and livestock products","Denmark","Yield","Wheat","2006","kg/ha","6996.4"
"Crops and livestock products","Denmark","Production","Wheat","2006","t","4801600"
"Crops and livestock products","Denmark","Area harvested","Wheat","2007","ha","688800"
"Crops and livestock products","Denmark","Yield","Wheat","2007","kg/ha","6561"
"Crops and livestock products","Denmark","Production","Wheat","2007","t","4519200"
"Crops and livestock products","Denmark","Area harvested","Wheat","2008","ha","638200"
"Crops and livestock products","Denmark","Yield","Wheat","2008","kg/ha","7863.8"
"Crops and livestock products","Denmark","Production","Wheat","2008","t","5018700"
"Crops and livestock products","Denmark","Area harvested","Wheat","2009","ha","739100"
"Crops and livestock products","Denmark","Yield","Wheat","2009","kg/ha","8037.3"
"Crops and livestock products","Denmark","Production","Wheat","2009","t","5940400"
"Crops and livestock products","Denmark","Area harvested","Wheat","2010","ha","763600"
"Crops and livestock products","Denmark","Yield","Wheat","2010","kg/ha","6626.4"
"Crops and livestock products","Denmark","Production","Wheat","2010","t","5059900"
"Crops and livestock products","Denmark","Area harvested","Wheat","2011","ha","747000"
"Crops and livestock products","Denmark","Yield","Wheat","2011","kg/ha","6467.2"
"Crops and livestock products","Denmark","Production","Wheat","2011","t","4831000"
"Crops and livestock products","Denmark","Area harvested","Wheat","2012","ha","614100"
"Crops and livestock products","Denmark","Yield","Wheat","2012","kg/ha","7368.7"
"Crops and livestock products","Denmark","Production","Wheat","2012","t","4525100"
"Crops and livestock products","Denmark","Area harvested","Wheat","2013","ha","567900"
"Crops and livestock products","Denmark","Yield","Wheat","2013","kg/ha","7299.2"
"Crops and livestock products","Denmark","Production","Wheat","2013","t","4145200"
"Crops and livestock products","Denmark","Area harvested","Wheat","2014","ha","662100"
"Crops and livestock products","Denmark","Yield","Wheat","2014","kg/ha","7783.3"
"Crops and livestock products","Denmark","Production","Wheat","2014","t","5153300"
"Crops and livestock products","Denmark","Area harvested","Wheat","2015","ha","632400"
"Crops and livestock products","Denmark","Yield","Wheat","2015","kg/ha","7952.7"
"Crops and livestock products","Denmark","Production","Wheat","2015","t","5029300"
"Crops and livestock products","Denmark","Area harvested","Wheat","2016","ha","583000"
"Crops and livestock products","Denmark","Yield","Wheat","2016","kg/ha","7206.7"
"Crops and livestock products","Denmark","Production","Wheat","2016","t","4201500"
"Crops and livestock products","Denmark","Area harvested","Wheat","2017","ha","586600"
"Crops and livestock products","Denmark","Yield","Wheat","2017","kg/ha","8240.9"
"Crops and livestock products","Denmark","Production","Wheat","2017","t","4834100"
"Crops and livestock products","Denmark","Area harvested","Wheat","2018","ha","425800"
"Crops and livestock products","Denmark","Yield","Wheat","2018","kg/ha","6162.4"
"Crops and livestock products","Denmark","Production","Wheat","2018","t","2623930"
"Crops and livestock products","Denmark","Area harvested","Wheat","2019","ha","573400"
"Crops and livestock products","Denmark","Yield","Wheat","2019","kg/ha","8095.7"
"Crops and livestock products","Denmark","Production","Wheat","2019","t","4642090"
"Crops and livestock products","Denmark","Area harvested","Wheat","2020","ha","502600"
"Crops and livestock products","Denmark","Yield","Wheat","2020","kg/ha","8098.7"
"Crops and livestock products","Denmark","Production","Wheat","2020","t","4070410"
"Crops and livestock products","Denmark","Area harvested","Wheat","2021","ha","537700"
"Crops and livestock products","Denmark","Yield","Wheat","2021","kg/ha","7526.7"
"Crops and livestock products","Denmark","Production","Wheat","2021","t","4047090"
"Crops and livestock products","Denmark","Area harvested","Wheat","2022","ha","497300"
"Crops and livestock products","Denmark","Yield","Wheat","2022","kg/ha","8376"
"Crops and livestock products","Denmark","Production","Wheat","2022","t","4165400"
"Crops and livestock products","Denmark","Area harvested","Wheat","2023","ha","489000"
"Crops and livestock products","Denmark","Yield","Wheat","2023","kg/ha","7272.5"
"Crops and livestock products","Denmark","Production","Wheat","2023","t","3556260"
"Crops and livestock products","Denmark","Area harvested","Wheat","2024","ha","475600"
"Crops and livestock products","Denmark","Yield","Wheat","2024","kg/ha","7039.6"
"Crops and livestock products","Denmark","Production","Wheat","2024","t","3348010"
"Crops and livestock products","Estonia","Area harvested","Barley","1992","ha","268229"
"Crops and livestock products","Estonia","Yield","Barley","1992","kg/ha","1121.4"
"Crops and livestock products","Estonia","Production","Barley","1992","t","300800"
"Crops and livestock products","Estonia","Area harvested","Barley","1993","ha","218100"
"Crops and livestock products","Estonia","Yield","Barley","1993","kg/ha","2185.7"
"Crops and livestock products","Estonia","Production","Barley","1993","t","476700"
"Crops and livestock products","Estonia","Area harvested","Barley","1994","ha","217933"
"Crops and livestock products","Estonia","Yield","Barley","1994","kg/ha","1557.8"
"Crops and livestock products","Estonia","Production","Barley","1994","t","339488"
"Crops and livestock products","Estonia","Area harvested","Barley","1995","ha","186468"
"Crops and livestock products","Estonia","Yield","Barley","1995","kg/ha","1498.5"
"Crops and livestock products","Estonia","Production","Barley","1995","t","279430"
"Crops and livestock products","Estonia","Area harvested","Barley","1996","ha","148028"
"Crops and livestock products","Estonia","Yield","Barley","1996","kg/ha","2142.1"
"Crops and livestock products","Estonia","Production","Barley","1996","t","317090"
"Crops and livestock products","Estonia","Area harvested","Barley","1997","ha","165729"
"Crops and livestock products","Estonia","Yield","Barley","1997","kg/ha","1880.9"
"Crops and livestock products","Estonia","Production","Barley","1997","t","311712"
"Crops and livestock products","Estonia","Area harvested","Barley","1998","ha","166800"
"Crops and livestock products","Estonia","Yield","Barley","1998","kg/ha","1635.5"
"Crops and livestock products","Estonia","Production","Barley","1998","t","272800"
"Crops and livestock products","Estonia","Area harvested","Barley","1999","ha","153900"
"Crops and livestock products","Estonia","Yield","Barley","1999","kg/ha","1211.2"
"Crops and livestock products","Estonia","Production","Barley","1999","t","186400"
"Crops and livestock products","Estonia","Area harvested","Barley","2000","ha","165072"
"Crops and livestock products","Estonia","Yield","Barley","2000","kg/ha","2105"
"Crops and livestock products","Estonia","Production","Barley","2000","t","347482"
"Crops and livestock products","Estonia","Area harvested","Barley","2001","ha","134300"
"Crops and livestock products","Estonia","Yield","Barley","2001","kg/ha","2010.7"
"Crops and livestock products","Estonia","Production","Barley","2001","t","270035"
"Crops and livestock products","Estonia","Area harvested","Barley","2002","ha","129965"
"Crops and livestock products","Estonia","Yield","Barley","2002","kg/ha","1919"
"Crops and livestock products","Estonia","Production","Barley","2002","t","249400"
"Crops and livestock products","Estonia","Area harvested","Barley","2003","ha","131431"
"Crops and livestock products","Estonia","Yield","Barley","2003","kg/ha","1929.6"
"Crops and livestock products","Estonia","Production","Barley","2003","t","253607"
